船舶编号,港口五位码,船舶载重吨(DWT),港口最大靠泊能力(DWT),是否可停靠
9897456,HKHKG,148000,400000,是
9897456,JPYOK,148000,350000,是
9897456,NLRTM,148000,600000,是
9897456,USNYC,148000,450000,是
9897456,CNNGB,148000,500000,是
9897456,SGSIN,148000,650000,是
9897456,DEHAM,148000,350000,是
9897456,AUMEL,148000,300000,是
9897456,FRLHR,148000,350000,是
9897456,CNTAO,148000,500000,是
9897456,ITGOA,148000,400000,是
9897456,USLGB,148000,450000,是
9897456,JPUKB,148000,350000,是
9897456,CNXMN,148000,400000,是
9897456,AUBNE,148000,300000,是
9897456,CNFOC,148000,350000,是
9897456,USSEA,148000,300000,是
9897456,CNQHD,148000,400000,是
9897456,CNDLC,148000,500000,是
9897456,CNLYG,148000,350000,是
9897456,CNBHY,148000,300000,是
9897456,CNZOS,148000,400000,是
9897456,CNTSN,148000,500000,是
9897456,CNHUI,148000,350000,是
9897456,CNZHA,148000,300000,是
9897456,CNZUH,148000,400000,是
9897456,CNJYG,148000,350000,是
9897456,CNMMI,148000,300000,是
9897456,CNCHA,148000,400000,是
9897456,CNSTG,148000,350000,是
9897456,CNYJI,148000,300000,是
9897456,CNQYI,148000,400000,是
9897456,CNSHA,148000,350000,是
9897456,CNMEZ,148000,300000,是
9897456,CNHEY,148000,400000,是
9897456,CNSWE,148000,350000,是
9897456,CNLZB,148000,500000,是
9897456,CNGZP,148000,550000,是
9897456,KRINC,148000,400000,是
9897456,KRBUS,148000,500000,是
9897456,MYTPP,148000,450000,是
9897456,THLCH,148000,400000,是
9897456,VNSGN,148000,350000,是
9897456,IDJKT,148000,400000,是
9897456,PHMNL,148000,350000,是
9897456,INMUM,148000,450000,是
9897456,INCHN,148000,300000,是
9897456,AEJEA,148000,500000,是
9897456,ESBCN,148000,350000,是
9897456,GBFXT,148000,400000,是
9897456,BEANR,148000,500000,是
9897456,FRMRS,148000,350000,是
9897456,ITNAP,148000,300000,是
9897456,USORF,148000,350000,是
9897456,USHOU,148000,500000,是
9897456,CAVAN,148000,350000,是
9897456,MXVER,148000,300000,是
9897456,BRSSZ,148000,400000,是
9897456,CLVAP,148000,350000,是
9897456,ZADUR,148000,400000,是
9748569,CNSHA,142000,500000,是
9748569,HKHKG,142000,400000,是
9748569,JPYOK,142000,350000,是
9748569,NLRTM,142000,600000,是
9748569,USNYC,142000,450000,是
9748569,CNNGB,142000,500000,是
9748569,SGSIN,142000,650000,是
9748569,DEHAM,142000,350000,是
9748569,AUMEL,142000,300000,是
9748569,FRLHR,142000,350000,是
9748569,CNTAO,142000,500000,是
9748569,ITGOA,142000,400000,是
9748569,USLGB,142000,450000,是
9748569,JPUKB,142000,350000,是
9748569,CNXMN,142000,400000,是
9748569,AUBNE,142000,300000,是
9748569,CNFOC,142000,350000,是
9748569,USSEA,142000,300000,是
9748569,CNQHD,142000,400000,是
9748569,CNDLC,142000,500000,是
9748569,CNLYG,142000,350000,是
9748569,CNBHY,142000,300000,是
9748569,CNZOS,142000,400000,是
9748569,CNTSN,142000,500000,是
9748569,CNHUI,142000,350000,是
9748569,CNZHA,142000,300000,是
9748569,CNZUH,142000,400000,是
9748569,CNJYG,142000,350000,是
9748569,CNMMI,142000,300000,是
9748569,CNCHA,142000,400000,是
9748569,CNSTG,142000,350000,是
9748569,CNYJI,142000,300000,是
9748569,CNQYI,142000,400000,是
9748569,CNSHA,142000,350000,是
9748569,CNMEZ,142000,300000,是
9748569,CNHEY,142000,400000,是
9748569,CNSWE,142000,350000,是
9748569,CNLZB,142000,500000,是
9748569,CNGZP,142000,550000,是
9748569,KRINC,142000,400000,是
9748569,KRBUS,142000,500000,是
9748569,MYTPP,142000,450000,是
9748569,THLCH,142000,400000,是
9748569,VNSGN,142000,350000,是
9748569,IDJKT,142000,400000,是
9748569,PHMNL,142000,350000,是
9748569,INMUM,142000,450000,是
9748569,INCHN,142000,300000,是
9748569,AEJEA,142000,500000,是
9748569,ESBCN,142000,350000,是
9748569,GBFXT,142000,400000,是
9748569,BEANR,142000,500000,是
9748569,FRMRS,142000,350000,是
9748569,ITNAP,142000,300000,是
9748569,USORF,142000,350000,是
9748569,USHOU,142000,500000,是
9748569,CAVAN,142000,350000,是
9748569,MXVER,142000,300000,是
9748569,BRSSZ,142000,400000,是
9748569,CLVAP,142000,350000,是
9748569,ZADUR,142000,400000,是
9835698,CNSHA,310000,500000,是
9835698,HKHKG,310000,400000,是
9835698,JPYOK,310000,350000,是
9835698,NLRTM,310000,600000,是
9835698,USNYC,310000,450000,是
9835698,CNNGB,310000,500000,是
9835698,SGSIN,310000,650000,是
9835698,DEHAM,310000,350000,是
9835698,AUMEL,310000,300000,否
9835698,FRLHR,310000,350000,是
9835698,CNTAO,310000,500000,是
9835698,ITGOA,310000,400000,是
9835698,USLGB,310000,450000,是
9835698,JPUKB,310000,350000,是
9835698,CNXMN,310000,400000,是
9835698,AUBNE,310000,300000,否
9835698,CNFOC,310000,350000,是
9835698,USSEA,310000,300000,否
9835698,CNQHD,310000,400000,是
9835698,CNDLC,310000,500000,是
9835698,CNLYG,310000,350000,是
9835698,CNBHY,310000,300000,否
9835698,CNZOS,310000,400000,是
9835698,CNTSN,310000,500000,是
9835698,CNHUI,310000,350000,是
9835698,CNZHA,310000,300000,否
9835698,CNZUH,310000,400000,是
9835698,CNJYG,310000,350000,是
9835698,CNMMI,310000,300000,否
9835698,CNCHA,310000,400000,是
9835698,CNSTG,310000,350000,是
9835698,CNYJI,310000,300000,否
9835698,CNQYI,310000,400000,是
9835698,CNSHA,310000,350000,是
9835698,CNMEZ,310000,300000,否
9835698,CNHEY,310000,400000,是
9835698,CNSWE,310000,350000,是
9835698,CNLZB,310000,500000,是
9835698,CNGZP,310000,550000,是
9835698,KRINC,310000,400000,是
9835698,KRBUS,310000,500000,是
9835698,MYTPP,310000,450000,是
9835698,THLCH,310000,400000,是
9835698,VNSGN,310000,350000,是
9835698,IDJKT,310000,400000,是
9835698,PHMNL,310000,350000,是
9835698,INMUM,310000,450000,是
9835698,INCHN,310000,300000,否
9835698,AEJEA,310000,500000,是
9835698,ESBCN,310000,350000,是
9835698,GBFXT,310000,400000,是
9835698,BEANR,310000,500000,是
9835698,FRMRS,310000,350000,是
9835698,ITNAP,310000,300000,否
9835698,USORF,310000,350000,是
9835698,USHOU,310000,500000,是
9835698,CAVAN,310000,350000,是
9835698,MXVER,310000,300000,否
9835698,BRSSZ,310000,400000,是
9835698,CLVAP,310000,350000,是
9835698,ZADUR,310000,400000,是
9728963,CNSHA,158000,500000,是
9728963,HKHKG,158000,400000,是
9728963,JPYOK,158000,350000,是
9728963,NLRTM,158000,600000,是
9728963,USNYC,158000,450000,是
9728963,CNNGB,158000,500000,是
9728963,SGSIN,158000,650000,是
9728963,DEHAM,158000,350000,是
9728963,AUMEL,158000,300000,是
9728963,FRLHR,158000,350000,是
9728963,CNTAO,158000,500000,是
9728963,ITGOA,158000,400000,是
9728963,USLGB,158000,450000,是
9728963,JPUKB,158000,350000,是
9728963,CNXMN,158000,400000,是
9728963,AUBNE,158000,300000,是
9728963,CNFOC,158000,350000,是
9728963,USSEA,158000,300000,是
9728963,CNQHD,158000,400000,是
9728963,CNDLC,158000,500000,是
9728963,CNLYG,158000,350000,是
9728963,CNBHY,158000,300000,是
9728963,CNZOS,158000,400000,是
9728963,CNTSN,158000,500000,是
9728963,CNHUI,158000,350000,是
9728963,CNZHA,158000,300000,是
9728963,CNZUH,158000,400000,是
9728963,CNJYG,158000,350000,是
9728963,CNMMI,158000,300000,是
9728963,CNCHA,158000,400000,是
9728963,CNSTG,158000,350000,是
9728963,CNYJI,158000,300000,是
9728963,CNQYI,158000,400000,是
9728963,CNSHA,158000,350000,是
9728963,CNMEZ,158000,300000,是
9728963,CNHEY,158000,400000,是
9728963,CNSWE,158000,350000,是
9728963,CNLZB,158000,500000,是
9728963,CNGZP,158000,550000,是
9728963,KRINC,158000,400000,是
9728963,KRBUS,158000,500000,是
9728963,MYTPP,158000,450000,是
9728963,THLCH,158000,400000,是
9728963,VNSGN,158000,350000,是
9728963,IDJKT,158000,400000,是
9728963,PHMNL,158000,350000,是
9728963,INMUM,158000,450000,是
9728963,INCHN,158000,300000,是
9728963,AEJEA,158000,500000,是
9728963,ESBCN,158000,350000,是
9728963,GBFXT,158000,400000,是
9728963,BEANR,158000,500000,是
9728963,FRMRS,158000,350000,是
9728963,ITNAP,158000,300000,是
9728963,USORF,158000,350000,是
9728963,USHOU,158000,500000,是
9728963,CAVAN,158000,350000,是
9728963,MXVER,158000,300000,是
9728963,BRSSZ,158000,400000,是
9728963,CLVAP,158000,350000,是
9728963,ZADUR,158000,400000,是
9871236,CNSHA,105000,500000,是
9871236,HKHKG,105000,400000,是
9871236,JPYOK,105000,350000,是
9871236,NLRTM,105000,600000,是
9871236,USNYC,105000,450000,是
9871236,CNNGB,105000,500000,是
9871236,SGSIN,105000,650000,是
9871236,DEHAM,105000,350000,是
9871236,AUMEL,105000,300000,是
9871236,FRLHR,105000,350000,是
9871236,CNTAO,105000,500000,是
9871236,ITGOA,105000,400000,是
9871236,USLGB,105000,450000,是
9871236,JPUKB,105000,350000,是
9871236,CNXMN,105000,400000,是
9871236,AUBNE,105000,300000,是
9871236,CNFOC,105000,350000,是
9871236,USSEA,105000,300000,是
9871236,CNQHD,105000,400000,是
9871236,CNDLC,105000,500000,是
9871236,CNLYG,105000,350000,是
9871236,CNBHY,105000,300000,是
9871236,CNZOS,105000,400000,是
9871236,CNTSN,105000,500000,是
9871236,CNHUI,105000,350000,是
9871236,CNZHA,105000,300000,是
9871236,CNZUH,105000,400000,是
9871236,CNJYG,105000,350000,是
9871236,CNMMI,105000,300000,是
9871236,CNCHA,105000,400000,是
9871236,CNSTG,105000,350000,是
9871236,CNYJI,105000,300000,是
9871236,CNQYI,105000,400000,是
9871236,CNSHA,105000,350000,是
9871236,CNMEZ,105000,300000,是
9871236,CNHEY,105000,400000,是
9871236,CNSWE,105000,350000,是
9871236,CNLZB,105000,500000,是
9871236,CNGZP,105000,550000,是
9871236,KRINC,105000,400000,是
9871236,KRBUS,105000,500000,是
9871236,MYTPP,105000,450000,是
9871236,THLCH,105000,400000,是
9871236,VNSGN,105000,350000,是
9871236,IDJKT,105000,400000,是
9871236,PHMNL,105000,350000,是
9871236,INMUM,105000,450000,是
9871236,INCHN,105000,300000,是
9871236,AEJEA,105000,500000,是
9871236,ESBCN,105000,350000,是
9871236,GBFXT,105000,400000,是
9871236,BEANR,105000,500000,是
9871236,FRMRS,105000,350000,是
9871236,ITNAP,105000,300000,是
9871236,USORF,105000,350000,是
9871236,USHOU,105000,500000,是
9871236,CAVAN,105000,350000,是
9871236,MXVER,105000,300000,是
9871236,BRSSZ,105000,400000,是
9871236,CLVAP,105000,350000,是
9871236,ZADUR,105000,400000,是
9765987,CNSHA,157000,500000,是
9765987,HKHKG,157000,400000,是
9765987,JPYOK,157000,350000,是
9765987,NLRTM,157000,600000,是
9765987,USNYC,157000,450000,是
9765987,CNNGB,157000,500000,是
9765987,SGSIN,157000,650000,是
9765987,DEHAM,157000,350000,是
9765987,AUMEL,157000,300000,是
9765987,FRLHR,157000,350000,是
9765987,CNTAO,157000,500000,是
9765987,ITGOA,157000,400000,是
9765987,USLGB,157000,450000,是
9765987,JPUKB,157000,350000,是
9765987,CNXMN,157000,400000,是
9765987,AUBNE,157000,300000,是
9765987,CNFOC,157000,350000,是
9765987,USSEA,157000,300000,是
9765987,CNQHD,157000,400000,是
9765987,CNDLC,157000,500000,是
9765987,CNLYG,157000,350000,是
9765987,CNBHY,157000,300000,是
9765987,CNZOS,157000,400000,是
9765987,CNTSN,157000,500000,是
9765987,CNHUI,157000,350000,是
9765987,CNZHA,157000,300000,是
9765987,CNZUH,157000,400000,是
9765987,CNJYG,157000,350000,是
9765987,CNMMI,157000,300000,是
9765987,CNCHA,157000,400000,是
9765987,CNSTG,157000,350000,是
9765987,CNYJI,157000,300000,是
9765987,CNQYI,157000,400000,是
9765987,CNSHA,157000,350000,是
9765987,CNMEZ,157000,300000,是
9765987,CNHEY,157000,400000,是
9765987,CNSWE,157000,350000,是
9765987,CNLZB,157000,500000,是
9765987,CNGZP,157000,550000,是
9765987,KRINC,157000,400000,是
9765987,KRBUS,157000,500000,是
9765987,MYTPP,157000,450000,是
9765987,THLCH,157000,400000,是
9765987,VNSGN,157000,350000,是
9765987,IDJKT,157000,400000,是
9765987,PHMNL,157000,350000,是
9765987,INMUM,157000,450000,是
9765987,INCHN,157000,300000,是
9765987,AEJEA,157000,500000,是
9765987,ESBCN,157000,350000,是
9765987,GBFXT,157000,400000,是
9765987,BEANR,157000,500000,是
9765987,FRMRS,157000,350000,是
9765987,ITNAP,157000,300000,是
9765987,USORF,157000,350000,是
9765987,USHOU,157000,500000,是
9765987,CAVAN,157000,350000,是
9765987,MXVER,157000,300000,是
9765987,BRSSZ,157000,400000,是
9765987,CLVAP,157000,350000,是
9765987,ZADUR,157000,400000,是
9847896,CNSHA,295000,500000,是
9847896,HKHKG,295000,400000,是
9847896,JPYOK,295000,350000,是
9847896,NLRTM,295000,600000,是
9847896,USNYC,295000,450000,是
9847896,CNNGB,295000,500000,是
9847896,SGSIN,295000,650000,是
9847896,DEHAM,295000,350000,是
9847896,AUMEL,295000,300000,是
9847896,FRLHR,295000,350000,是
9847896,CNTAO,295000,500000,是
9847896,ITGOA,295000,400000,是
9847896,USLGB,295000,450000,是
9847896,JPUKB,295000,350000,是
9847896,CNXMN,295000,400000,是
9847896,AUBNE,295000,300000,是
9847896,CNFOC,295000,350000,是
9847896,USSEA,295000,300000,是
9847896,CNQHD,295000,400000,是
9847896,CNDLC,295000,500000,是
9847896,CNLYG,295000,350000,是
9847896,CNBHY,295000,300000,是
9847896,CNZOS,295000,400000,是
9847896,CNTSN,295000,500000,是
9847896,CNHUI,295000,350000,是
9847896,CNZHA,295000,300000,是
9847896,CNZUH,295000,400000,是
9847896,CNJYG,295000,350000,是
9847896,CNMMI,295000,300000,是
9847896,CNCHA,295000,400000,是
9847896,CNSTG,295000,350000,是
9847896,CNYJI,295000,300000,是
9847896,CNQYI,295000,400000,是
9847896,CNSHA,295000,350000,是
9847896,CNMEZ,295000,300000,是
9847896,CNHEY,295000,400000,是
9847896,CNSWE,295000,350000,是
9847896,CNLZB,295000,500000,是
9847896,CNGZP,295000,550000,是
9847896,KRINC,295000,400000,是
9847896,KRBUS,295000,500000,是
9847896,MYTPP,295000,450000,是
9847896,THLCH,295000,400000,是
9847896,VNSGN,295000,350000,是
9847896,IDJKT,295000,400000,是
9847896,PHMNL,295000,350000,是
9847896,INMUM,295000,450000,是
9847896,INCHN,295000,300000,是
9847896,AEJEA,295000,500000,是
9847896,ESBCN,295000,350000,是
9847896,GBFXT,295000,400000,是
9847896,BEANR,295000,500000,是
9847896,FRMRS,295000,350000,是
9847896,ITNAP,295000,300000,是
9847896,USORF,295000,350000,是
9847896,USHOU,295000,500000,是
9847896,CAVAN,295000,350000,是
9847896,MXVER,295000,300000,是
9847896,BRSSZ,295000,400000,是
9847896,CLVAP,295000,350000,是
9847896,ZADUR,295000,400000,是
9732145,CNSHA,182000,500000,是
9732145,HKHKG,182000,400000,是
9732145,JPYOK,182000,350000,是
9732145,NLRTM,182000,600000,是
9732145,USNYC,182000,450000,是
9732145,CNNGB,182000,500000,是
9732145,SGSIN,182000,650000,是
9732145,DEHAM,182000,350000,是
9732145,AUMEL,182000,300000,是
9732145,FRLHR,182000,350000,是
9732145,CNTAO,182000,500000,是
9732145,ITGOA,182000,400000,是
9732145,USLGB,182000,450000,是
9732145,JPUKB,182000,350000,是
9732145,CNXMN,182000,400000,是
9732145,AUBNE,182000,300000,是
9732145,CNFOC,182000,350000,是
9732145,USSEA,182000,300000,是
9732145,CNQHD,182000,400000,是
9732145,CNDLC,182000,500000,是
9732145,CNLYG,182000,350000,是
9732145,CNBHY,182000,300000,是
9732145,CNZOS,182000,400000,是
9732145,CNTSN,182000,500000,是
9732145,CNHUI,182000,350000,是
9732145,CNZHA,182000,300000,是
9732145,CNZUH,182000,400000,是
9732145,CNJYG,182000,350000,是
9732145,CNMMI,182000,300000,是
9732145,CNCHA,182000,400000,是
9732145,CNSTG,182000,350000,是
9732145,CNYJI,182000,300000,是
9732145,CNQYI,182000,400000,是
9732145,CNSHA,182000,350000,是
9732145,CNMEZ,182000,300000,是
9732145,CNHEY,182000,400000,是
9732145,CNSWE,182000,350000,是
9732145,CNLZB,182000,500000,是
9732145,CNGZP,182000,550000,是
9732145,KRINC,182000,400000,是
9732145,KRBUS,182000,500000,是
9732145,MYTPP,182000,450000,是
9732145,THLCH,182000,400000,是
9732145,VNSGN,182000,350000,是
9732145,IDJKT,182000,400000,是
9732145,PHMNL,182000,350000,是
9732145,INMUM,182000,450000,是
9732145,INCHN,182000,300000,是
9732145,AEJEA,182000,500000,是
9732145,ESBCN,182000,350000,是
9732145,GBFXT,182000,400000,是
9732145,BEANR,182000,500000,是
9732145,FRMRS,182000,350000,是
9732145,ITNAP,182000,300000,是
9732145,USORF,182000,350000,是
9732145,USHOU,182000,500000,是
9732145,CAVAN,182000,350000,是
9732145,MXVER,182000,300000,是
9732145,BRSSZ,182000,400000,是
9732145,CLVAP,182000,350000,是
9732145,ZADUR,182000,400000,是
9886321,CNSHA,140000,500000,是
9886321,HKHKG,140000,400000,是
9886321,JPYOK,140000,350000,是
9886321,NLRTM,140000,600000,是
9886321,USNYC,140000,450000,是
9886321,CNNGB,140000,500000,是
9886321,SGSIN,140000,650000,是
9886321,DEHAM,140000,350000,是
9886321,AUMEL,140000,300000,是
9886321,FRLHR,140000,350000,是
9886321,CNTAO,140000,500000,是
9886321,ITGOA,140000,400000,是
9886321,USLGB,140000,450000,是
9886321,JPUKB,140000,350000,是
9886321,CNXMN,140000,400000,是
9886321,AUBNE,140000,300000,是
9886321,CNFOC,140000,350000,是
9886321,USSEA,140000,300000,是
9886321,CNQHD,140000,400000,是
9886321,CNDLC,140000,500000,是
9886321,CNLYG,140000,350000,是
9886321,CNBHY,140000,300000,是
9886321,CNZOS,140000,400000,是
9886321,CNTSN,140000,500000,是
9886321,CNHUI,140000,350000,是
9886321,CNZHA,140000,300000,是
9886321,CNZUH,140000,400000,是
9886321,CNJYG,140000,350000,是
9886321,CNMMI,140000,300000,是
9886321,CNCHA,140000,400000,是
9886321,CNSTG,140000,350000,是
9886321,CNYJI,140000,300000,是
9886321,CNQYI,140000,400000,是
9886321,CNSHA,140000,350000,是
9886321,CNMEZ,140000,300000,是
9886321,CNHEY,140000,400000,是
9886321,CNSWE,140000,350000,是
9886321,CNLZB,140000,500000,是
9886321,CNGZP,140000,550000,是
9886321,KRINC,140000,400000,是
9886321,KRBUS,140000,500000,是
9886321,MYTPP,140000,450000,是
9886321,THLCH,140000,400000,是
9886321,VNSGN,140000,350000,是
9886321,IDJKT,140000,400000,是
9886321,PHMNL,140000,350000,是
9886321,INMUM,140000,450000,是
9886321,INCHN,140000,300000,是
9886321,AEJEA,140000,500000,是
9886321,ESBCN,140000,350000,是
9886321,GBFXT,140000,400000,是
9886321,BEANR,140000,500000,是
9886321,FRMRS,140000,350000,是
9886321,ITNAP,140000,300000,是
9886321,USORF,140000,350000,是
9886321,USHOU,140000,500000,是
9886321,CAVAN,140000,350000,是
9886321,MXVER,140000,300000,是
9886321,BRSSZ,140000,400000,是
9886321,CLVAP,140000,350000,是
9886321,ZADUR,140000,400000,是
9756324,CNSHA,159000,500000,是
9756324,HKHKG,159000,400000,是
9756324,JPYOK,159000,350000,是
9756324,NLRTM,159000,600000,是
9756324,USNYC,159000,450000,是
9756324,CNNGB,159000,500000,是
9756324,SGSIN,159000,650000,是
9756324,DEHAM,159000,350000,是
9756324,AUMEL,159000,300000,是
9756324,FRLHR,159000,350000,是
9756324,CNTAO,159000,500000,是
9756324,ITGOA,159000,400000,是
9756324,USLGB,159000,450000,是
9756324,JPUKB,159000,350000,是
9756324,CNXMN,159000,400000,是
9756324,AUBNE,159000,300000,是
9756324,CNFOC,159000,350000,是
9756324,USSEA,159000,300000,是
9756324,CNQHD,159000,400000,是
9756324,CNDLC,159000,500000,是
9756324,CNLYG,159000,350000,是
9756324,CNBHY,159000,300000,是
9756324,CNZOS,159000,400000,是
9756324,CNTSN,159000,500000,是
9756324,CNHUI,159000,350000,是
9756324,CNZHA,159000,300000,是
9756324,CNZUH,159000,400000,是
9756324,CNJYG,159000,350000,是
9756324,CNMMI,159000,300000,是
9756324,CNCHA,159000,400000,是
9756324,CNSTG,159000,350000,是
9756324,CNYJI,159000,300000,是
9756324,CNQYI,159000,400000,是
9756324,CNSHA,159000,350000,是
9756324,CNMEZ,159000,300000,是
9756324,CNHEY,159000,400000,是
9756324,CNSWE,159000,350000,是
9756324,CNLZB,159000,500000,是
9756324,CNGZP,159000,550000,是
9756324,KRINC,159000,400000,是
9756324,KRBUS,159000,500000,是
9756324,MYTPP,159000,450000,是
9756324,THLCH,159000,400000,是
9756324,VNSGN,159000,350000,是
9756324,IDJKT,159000,400000,是
9756324,PHMNL,159000,350000,是
9756324,INMUM,159000,450000,是
9756324,INCHN,159000,300000,是
9756324,AEJEA,159000,500000,是
9756324,ESBCN,159000,350000,是
9756324,GBFXT,159000,400000,是
9756324,BEANR,159000,500000,是
9756324,FRMRS,159000,350000,是
9756324,ITNAP,159000,300000,是
9756324,USORF,159000,350000,是
9756324,USHOU,159000,500000,是
9756324,CAVAN,159000,350000,是
9756324,MXVER,159000,300000,是
9756324,BRSSZ,159000,400000,是
9756324,CLVAP,159000,350000,是
9756324,ZADUR,159000,400000,是
9812365,CNSHA,302000,500000,是
9812365,HKHKG,302000,400000,是
9812365,JPYOK,302000,350000,是
9812365,NLRTM,302000,600000,是
9812365,USNYC,302000,450000,是
9812365,CNNGB,302000,500000,是
9812365,SGSIN,302000,650000,是
9812365,DEHAM,302000,350000,是
9812365,AUMEL,302000,300000,否
9812365,FRLHR,302000,350000,是
9812365,CNTAO,302000,500000,是
9812365,ITGOA,302000,400000,是
9812365,USLGB,302000,450000,是
9812365,JPUKB,302000,350000,是
9812365,CNXMN,302000,400000,是
9812365,AUBNE,302000,300000,否
9812365,CNFOC,302000,350000,是
9812365,USSEA,302000,300000,否
9812365,CNQHD,302000,400000,是
9812365,CNDLC,302000,500000,是
9812365,CNLYG,302000,350000,是
9812365,CNBHY,302000,300000,否
9812365,CNZOS,302000,400000,是
9812365,CNTSN,302000,500000,是
9812365,CNHUI,302000,350000,是
9812365,CNZHA,302000,300000,否
9812365,CNZUH,302000,400000,是
9812365,CNJYG,302000,350000,是
9812365,CNMMI,302000,300000,否
9812365,CNCHA,302000,400000,是
9812365,CNSTG,302000,350000,是
9812365,CNYJI,302000,300000,否
9812365,CNQYI,302000,400000,是
9812365,CNSHA,302000,350000,是
9812365,CNMEZ,302000,300000,否
9812365,CNHEY,302000,400000,是
9812365,CNSWE,302000,350000,是
9812365,CNLZB,302000,500000,是
9812365,CNGZP,302000,550000,是
9812365,KRINC,302000,400000,是
9812365,KRBUS,302000,500000,是
9812365,MYTPP,302000,450000,是
9812365,THLCH,302000,400000,是
9812365,VNSGN,302000,350000,是
9812365,IDJKT,302000,400000,是
9812365,PHMNL,302000,350000,是
9812365,INMUM,302000,450000,是
9812365,INCHN,302000,300000,否
9812365,AEJEA,302000,500000,是
9812365,ESBCN,302000,350000,是
9812365,GBFXT,302000,400000,是
9812365,BEANR,302000,500000,是
9812365,FRMRS,302000,350000,是
9812365,ITNAP,302000,300000,否
9812365,USORF,302000,350000,是
9812365,USHOU,302000,500000,是
9812365,CAVAN,302000,350000,是
9812365,MXVER,302000,300000,否
9812365,BRSSZ,302000,400000,是
9812365,CLVAP,302000,350000,是
9812365,ZADUR,302000,400000,是
9785412,CNSHA,170000,500000,是
9785412,HKHKG,170000,400000,是
9785412,JPYOK,170000,350000,是
9785412,NLRTM,170000,600000,是
9785412,USNYC,170000,450000,是
9785412,CNNGB,170000,500000,是
9785412,SGSIN,170000,650000,是
9785412,DEHAM,170000,350000,是
9785412,AUMEL,170000,300000,是
9785412,FRLHR,170000,350000,是
9785412,CNTAO,170000,500000,是
9785412,ITGOA,170000,400000,是
9785412,USLGB,170000,450000,是
9785412,JPUKB,170000,350000,是
9785412,CNXMN,170000,400000,是
9785412,AUBNE,170000,300000,是
9785412,CNFOC,170000,350000,是
9785412,USSEA,170000,300000,是
9785412,CNQHD,170000,400000,是
9785412,CNDLC,170000,500000,是
9785412,CNLYG,170000,350000,是
9785412,CNBHY,170000,300000,是
9785412,CNZOS,170000,400000,是
9785412,CNTSN,170000,500000,是
9785412,CNHUI,170000,350000,是
9785412,CNZHA,170000,300000,是
9785412,CNZUH,170000,400000,是
9785412,CNJYG,170000,350000,是
9785412,CNMMI,170000,300000,是
9785412,CNCHA,170000,400000,是
9785412,CNSTG,170000,350000,是
9785412,CNYJI,170000,300000,是
9785412,CNQYI,170000,400000,是
9785412,CNSHA,170000,350000,是
9785412,CNMEZ,170000,300000,是
9785412,CNHEY,170000,400000,是
9785412,CNSWE,170000,350000,是
9785412,CNLZB,170000,500000,是
9785412,CNGZP,170000,550000,是
9785412,KRINC,170000,400000,是
9785412,KRBUS,170000,500000,是
9785412,MYTPP,170000,450000,是
9785412,THLCH,170000,400000,是
9785412,VNSGN,170000,350000,是
9785412,IDJKT,170000,400000,是
9785412,PHMNL,170000,350000,是
9785412,INMUM,170000,450000,是
9785412,INCHN,170000,300000,是
9785412,AEJEA,170000,500000,是
9785412,ESBCN,170000,350000,是
9785412,GBFXT,170000,400000,是
9785412,BEANR,170000,500000,是
9785412,FRMRS,170000,350000,是
9785412,ITNAP,170000,300000,是
9785412,USORF,170000,350000,是
9785412,USHOU,170000,500000,是
9785412,CAVAN,170000,350000,是
9785412,MXVER,170000,300000,是
9785412,BRSSZ,170000,400000,是
9785412,CLVAP,170000,350000,是
9785412,ZADUR,170000,400000,是
9869874,CNSHA,118000,500000,是
9869874,HKHKG,118000,400000,是
9869874,JPYOK,118000,350000,是
9869874,NLRTM,118000,600000,是
9869874,USNYC,118000,450000,是
9869874,CNNGB,118000,500000,是
9869874,SGSIN,118000,650000,是
9869874,DEHAM,118000,350000,是
9869874,AUMEL,118000,300000,是
9869874,FRLHR,118000,350000,是
9869874,CNTAO,118000,500000,是
9869874,ITGOA,118000,400000,是
9869874,USLGB,118000,450000,是
9869874,JPUKB,118000,350000,是
9869874,CNXMN,118000,400000,是
9869874,AUBNE,118000,300000,是
9869874,CNFOC,118000,350000,是
9869874,USSEA,118000,300000,是
9869874,CNQHD,118000,400000,是
9869874,CNDLC,118000,500000,是
9869874,CNLYG,118000,350000,是
9869874,CNBHY,118000,300000,是
9869874,CNZOS,118000,400000,是
9869874,CNTSN,118000,500000,是
9869874,CNHUI,118000,350000,是
9869874,CNZHA,118000,300000,是
9869874,CNZUH,118000,400000,是
9869874,CNJYG,118000,350000,是
9869874,CNMMI,118000,300000,是
9869874,CNCHA,118000,400000,是
9869874,CNSTG,118000,350000,是
9869874,CNYJI,118000,300000,是
9869874,CNQYI,118000,400000,是
9869874,CNSHA,118000,350000,是
9869874,CNMEZ,118000,300000,是
9869874,CNHEY,118000,400000,是
9869874,CNSWE,118000,350000,是
9869874,CNLZB,118000,500000,是
9869874,CNGZP,118000,550000,是
9869874,KRINC,118000,400000,是
9869874,KRBUS,118000,500000,是
9869874,MYTPP,118000,450000,是
9869874,THLCH,118000,400000,是
9869874,VNSGN,118000,350000,是
9869874,IDJKT,118000,400000,是
9869874,PHMNL,118000,350000,是
9869874,INMUM,118000,450000,是
9869874,INCHN,118000,300000,是
9869874,AEJEA,118000,500000,是
9869874,ESBCN,118000,350000,是
9869874,GBFXT,118000,400000,是
